,N,Mean,Std,Min,Max
log_total_ves_val,6374,19.84917735573207,2.34226199711443,8.20685642839965,24.15485828593734
log_total_ves_wgt,6374,19.92534993084419,2.2483550404603667,6.313548046277095,23.70126729039777
sar_diff_median,6374,24490.29592965037,25017.835326197117,0.0,159115.62084864348
vh_median_mean,6374,1.4842440146805325,1.8353910689357529,-16.19792870858018,6.244027140820801
ntl_mean,6374,40.28344715829351,29.420296988165124,0.1360744048699967,184.4058742368683
ntl_std,6374,34.32349693678212,21.208490858316118,0.0684689972465256,152.7351316129631
lit_area_ratio,6374,0.8488927409248128,0.11985922227946269,0.0,0.9617070357554788
