model,holdout_region,harbor_size,n_train,n_test,r2,mae,rmse,mape,corr,best_params
XGBoost_LOO_Raw,Hawaiian Islands -- 56050,Medium,2020,213,-0.9443492210041862,3.1583502708031057,3.862586334811914,21.388730629117987,0.7977887846127332,"{'n_estimators': 977, 'max_depth': 2, 'learning_rate': 0.02358602155456044, 'subsample': 0.6185547484750369, 'colsample_bytree': 0.8889418549322657, 'min_child_weight': 8, 'reg_alpha': 2.2544532433953836e-08, 'reg_lambda': 9.746364037420328e-05, 'gamma': 0.011947000994771497}"
XGBoost_LOO_Adj,Hawaiian Islands -- 56050,Medium,2020,213,0.8632264746003382,0.7412268887322424,1.0244531097195007,4.707715104752844,0.9444208441665283,"{'n_estimators': 977, 'max_depth': 2, 'learning_rate': 0.02358602155456044, 'subsample': 0.6185547484750369, 'colsample_bytree': 0.8889418549322657, 'min_child_weight': 8, 'reg_alpha': 2.2544532433953836e-08, 'reg_lambda': 9.746364037420328e-05, 'gamma': 0.011947000994771497}"
