model,n_train,n_test,test_period,r2,mae,rmse,mape,corr,best_params
XGBoost,4461,1913,2022-06 ~ 2024-12,0.879881091248512,0.3888973743932224,0.762014395117441,2.312711083753731,0.9382218056780744,"{'n_estimators': 171, 'max_depth': 7, 'learning_rate': 0.03664839570006089, 'subsample': 0.6250620399304566, 'colsample_bytree': 0.8118655586595793, 'min_child_weight': 7, 'reg_alpha': 0.0002645595304747929, 'reg_lambda': 0.0025496952673954073, 'gamma': 2.441400105089585e-07}"
