model,n_train,n_test,test_period,r2,mae,rmse,mape,corr,best_params
XGBoost,4595,1970,2022-06 ~ 2024-12,0.7763712882816589,0.5794860690747953,1.0379609447491067,3.4135721701683184,0.8813518323986261,"{'n_estimators': 112, 'max_depth': 12, 'learning_rate': 0.03644720243043195, 'subsample': 0.5054945946218856, 'colsample_bytree': 0.8202139292383122, 'min_child_weight': 6, 'reg_alpha': 0.12413802741572945, 'reg_lambda': 5.971499151164494e-05, 'gamma': 0.0013768811334819964}"
