variable,coef,std_err,z,p_value,ci_low,ci_high,model,nobs,r2,r2_adj
C(ent_restr_tide)[T.Unknown],-0.10473205001211017,0.020744756471284344,-5.048603494434081,4.450513507204746e-07,-0.1453910255638817,-0.06407307446033864,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(ent_restr_tide)[T.Yes],-1.8870222674977017,0.05506562628166305,-34.26860629615836,2.3043747943258344e-257,-1.9949489117959036,-1.7790956231994999,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(ent_restr_swell)[T.Unknown],-0.10473204967974226,0.020744756470492242,-5.048603478605075,4.450513875892403e-07,-0.1453910252299613,-0.0640730741295232,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(ent_restr_swell)[T.Yes],-1.4024535121034984,0.04359595970137122,-32.16934600614807,4.738096766610781e-227,-1.4879000229896455,-1.3170070012173514,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(ent_restr_ice)[T.Unknown],-0.10473204958988727,0.02074475646894075,-5.048603474651202,4.4505139679856155e-07,-0.14539102513706545,-0.0640730740427091,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(ent_restr_ice)[T.Yes],-3.093922850694221,0.1098759111224581,-28.15833624574912,1.8945172613482022e-174,-3.309275679262763,-2.878570022125679,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(ent_restr_other)[T.Unknown],0.7505608329605643,0.08211822769573807,9.140002823021453,6.245069992166689e-20,0.5896120642026581,0.9115096017184705,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(ent_restr_other)[T.Yes],1.2234475379651495,0.04588511334063231,26.66327810683991,1.255576074871985e-156,1.1335143683909719,1.3133807075393271,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(overhead_limits)[T.Unknown],0.014659289089885341,0.12454872584996626,0.11769922967774232,0.9063059771668971,-0.22945172789640136,0.258770306076172,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(overhead_limits)[T.Yes],1.503802312545733,0.10367298430540976,14.5052476556061,1.1223168240804683e-47,1.3006069971373435,1.7069976279541224,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(good_holding_ground)[T.Unknown],2.706710984987878,0.07733192248661395,35.00121163360973,2.156331438051904e-268,2.5551432020588716,2.8582787679168846,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(good_holding_ground)[T.Yes],2.1410319719450337,0.057175875084498555,37.44642244269747,6.868407408509185e-307,2.0289693159948556,2.2530946278952118,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(turning_area)[T.Yes],-0.39615158320665045,0.08663920018406729,-4.572428904756921,4.821028264850202e-06,-0.5659612952167783,-0.22634187119652255,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(eta_message)[T.Unknown],0.8531932309387878,0.13297011754223978,6.4164283427647515,1.3950856900440227e-10,0.5925765895359403,1.1138098723416354,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(eta_message)[T.Yes],1.5630613509277522,0.06419978927215128,24.34682992963935,6.263320156532335e-131,1.4372320761392747,1.6888906257162297,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(quarantine_pratique)[T.Yes],-1.33086449685088,0.14747222557629958,-9.024509473903029,1.8050220726339123e-19,-1.6199047477003938,-1.0418242460013662,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(quarantine_sanitation)[T.Yes],-0.3369028897754545,0.018183050563205894,-18.528403064400564,1.2184978444599052e-76,-0.37254101400840883,-0.3012647655425002,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(quarantine_other)[T.Yes],-1.607338584490409,0.17329693360962353,-9.275054964972272,1.7752748609124807e-20,-1.9469943329964998,-1.267682835984318,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(first_port_of_entry)[T.Unknown],-1.8581735490694111,0.124480228227817,-14.927459368637098,2.1843117543232867e-50,-2.102150313183259,-1.6141967849555636,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(first_port_of_entry)[T.Yes],-3.0679594317607957,0.15278252390311797,-20.08056519413334,1.091459111534844e-89,-3.3674076760780367,-2.7685111874435546,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(us_representative)[T.Unknown],1.6906737980796203,0.07795885013378215,21.68674621519328,2.7367231330736748e-104,1.5378772595412518,1.8434703366179888,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(us_representative)[T.Yes],-0.5652105305830603,0.05132011051134086,-11.013431673303947,3.2922002951937944e-28,-0.6657960988679038,-0.4646249622982167,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(pilotage_compulsory)[T.Unknown],1.15071141017881,0.12487097975964326,9.215202862936978,3.1069025725741574e-20,0.9059687871356792,1.395454033221941,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(pilotage_compulsory)[T.Yes],0.16362137184565184,0.07796262284817498,2.0987155879079307,0.035841979733439465,0.01081743892294934,0.31642530476835434,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(pilotage_available)[T.Yes],-0.5935345199943749,0.09134608544546984,-6.497645926476976,8.158654220380029e-11,-0.7725695575962142,-0.4144994823925356,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(pilotage_local_assist)[T.Yes],-0.7404388121088324,0.03627250322800412,-20.413226168994534,1.2757921478597164e-92,-0.8115316120648334,-0.6693460121528315,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(pilotage_advisable)[T.Yes],-1.8058950166828907,0.08711298486975082,-20.730491778958328,1.8390122390555318e-95,-1.976633329613385,-1.6351567037523964,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(tugs_salvage)[T.Unknown],1.075470776491519,0.057492039803425196,18.706429275578525,4.388085061752831e-78,0.9627884490790624,1.1881531039039757,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(tugs_salvage)[T.Yes],0.5719644789408465,0.07565713541485629,7.559954203982901,4.0321129777014e-14,0.42367921835425826,0.7202497395274347,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(tugs_assistance)[T.Unknown],0.7885828606371661,0.05406972250157795,14.584555350994309,3.5220928169716065e-48,0.6826081518799983,0.8945575693943338,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(tugs_assistance)[T.Yes],2.9729665524765507,0.12572757088310887,23.646098716410975,1.2946030847095953e-123,2.7265450416819506,3.219388063271151,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(comm_telephone)[T.Unknown],2.4222494483754957,0.10234379394803453,23.66777070630587,7.746053928295342e-124,2.2216592981961596,2.622839598554832,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(comm_telephone)[T.Yes],-0.49307955312861207,0.17688579300626114,-2.7875588239647873,0.005310681175472282,-0.8397693367976908,-0.14638976945953325,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(comm_telefax)[T.Unknown],0.7217699695501391,0.0699394534246759,10.319925795924014,5.72673994826716e-25,0.5846911597393577,0.8588487793609204,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(comm_telefax)[T.Yes],2.2180957775396966,0.17994741431362496,12.326355374430909,6.533561213105526e-35,1.8654053263738843,2.5707862287055088,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(comm_radio)[T.Yes],-2.8562926221150864,0.0920960193869507,-31.01428966342275,3.4594050202548615e-211,-3.0367975032330126,-2.67578774099716,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(comm_radiotelephone)[T.Yes],-2.5105992072079673,0.07168988002585913,-35.020273521205134,1.105716959079739e-268,-2.6511087901146486,-2.370089624301286,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(comm_airport)[T.Unknown],2.602840596529764,0.09912476953898246,26.258225957399617,5.757498782163293e-152,2.408559618257525,2.7971215748020026,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(comm_airport)[T.Yes],0.33702515060858396,0.03490030525436155,9.65679664267307,4.600237414588235e-22,0.2686218092605813,0.4054284919565866,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(comm_rail)[T.Yes],2.4919387623883282,0.09551350212217892,26.089910923805213,4.7456772488324386e-150,2.3047357381915674,2.679141786585089,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(fac_wharves)[T.Yes],0.03635149512097635,0.06767360341689917,0.5371591475192351,0.5911576874418223,-0.09628633028019276,0.16898932052214546,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(fac_anchorage)[T.Yes],3.1792051297174004,0.06867297986716332,46.29484749121203,0.0,3.044608562466716,3.313801696968085,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(fac_med_mooring)[T.Yes],2.497447459441957,0.13045392286772042,19.144287918228073,1.080049337132545e-81,2.241762468979259,2.753132449904655,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(medical_facilities)[T.Yes],1.1273142877029314,0.07549771177593018,14.93176761500653,2.047653087135191e-50,0.9793414917069228,1.27528708369894,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(garbage_disposal)[T.Unknown],-0.229058932587611,0.04578516055968621,-5.002907706067917,5.647198148692623e-07,-0.3187961983109797,-0.1393216668642423,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(garbage_disposal)[T.Yes],0.178695130200461,0.042308046000416155,4.223667767561359,2.403582967157025e-05,0.09577288378338145,0.26161737661754053,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(dirty_ballast_disposal)[T.Unknown],3.1193274915571085,0.11609879484798113,26.867871416249685,5.215680191116487e-159,2.891778035006561,3.346876948107656,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(dirty_ballast_disposal)[T.Yes],-0.33564530010567983,0.038638311969952516,-8.686852064518188,3.726208567224296e-18,-0.41137499999020966,-0.25991560022115,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(degaussing)[T.Yes],-0.206710021647855,0.15358901670439556,-1.3458646072700535,0.17834618483815368,-0.5077389628093911,0.09431891951368104,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(cranes_fixed)[T.Yes],0.02679047134977991,0.07132918235747648,0.37558921137656676,0.7072223125842095,-0.11301215711756382,0.16659309981712364,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(cranes_mobile)[T.Yes],2.854937830979711,0.037018814676239485,77.12126538757471,0.0,2.7823822874639186,2.927493374495503,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(cranes_floating)[T.Yes],0.3193087846278414,0.031655278707237555,10.08706281125984,6.3027214253787174e-24,0.25726557844107817,0.38135199081460464,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(lifts_100_tons)[T.Yes],-2.284609562716869,0.05413454063963767,-42.20243740359852,0.0,-2.390711312690179,-2.1785078127435593,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(lifts_50_100_tons)[T.Yes],-0.6184503368426699,0.028009142277707243,-22.08030259230397,4.888036940445239e-108,-0.6733472469448343,-0.5635534267405056,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(lifts_25_49_tons)[T.Yes],-1.3701747787418297,0.07218131848832056,-18.9824016440422,2.3844332205952436e-80,-1.511647563335553,-1.2287019941481063,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(lifts_0_24_tons)[T.Yes],0.28625783298044527,0.060018818867106506,4.769467949948774,1.8471312708843539e-06,0.16862310960628343,0.4038925563546071,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(svc_longshoremen)[T.Yes],1.2363682716388462,0.038735776999851944,31.917993322905897,1.5028847228854614e-223,1.1604475438059614,1.312288999471731,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(svc_electricity)[T.Unknown],-0.9742003463661012,0.053439294348790065,-18.23003762002629,2.9811595951909462e-74,-1.0789394386489646,-0.8694612540832378,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(svc_electricity)[T.Yes],1.0105518414472257,0.05324719289286384,18.978499833418624,2.5682481719489302e-80,0.9061892610993554,1.114914421795096,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(svc_steam)[T.Unknown],0.09819858191082032,0.05003898307154641,1.962441598191847,0.04971109372727842,0.00012397726757990002,0.19627318655406073,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(svc_steam)[T.Yes],0.4183627163966104,0.06234204890930605,6.71076301975952,1.9360932205427607e-11,0.296174545811936,0.5405508869812848,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(svc_nav_equip)[T.Unknown],0.9220212276604551,0.13817978706682718,6.672620122178526,2.5127622322323713e-11,0.6511938216180604,1.1928486337028499,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(svc_nav_equip)[T.Yes],-0.4128987627570453,0.1391060942907395,-2.968229140946649,0.0029952095289611648,-0.6855416975969275,-0.140255827917163,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(svc_electrical_repair)[T.Unknown],2.223559946662802,0.032966846460873604,67.44836662802473,0.0,2.1589461149156284,2.288173778409976,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(svc_electrical_repair)[T.Yes],1.0726785237804133,0.12412099182079839,8.64220071113442,5.514045105035016e-18,0.8294058500862578,1.3159511974745688,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(sup_provisions)[T.Yes],2.1711485632778977,0.05037382892248978,43.100725311523256,0.0,2.0724176728264356,2.26987945372936,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(sup_potable_water)[T.Yes],1.2928292791273412,0.07761420683133305,16.65712157487929,2.68646115016807e-62,1.1407082290492858,1.4449503292053967,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(sup_fuel_oil)[T.Unknown],1.5894507291686306,0.10159082294728339,15.645613285300527,3.5592375131309014e-55,1.39033637503217,1.7885650833050912,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(sup_fuel_oil)[T.Yes],-1.0718344304143914,0.05315641078487227,-20.163784849059518,2.0368907905749354e-90,-1.1760190811001576,-0.9676497797286252,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(sup_diesel_oil)[T.Unknown],0.6620147000618088,0.027291669442108268,24.257024711005315,5.574754126410941e-130,0.6085240108773043,0.7155053892463134,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(sup_diesel_oil)[T.Yes],2.2778510470866125,0.09397698858981653,24.23839156018076,8.765515010892791e-130,2.0936595340750404,2.4620425600981846,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(sup_deck)[T.Unknown],0.043491421102365785,0.03767122580643169,1.1544997586709909,0.2482953374485385,-0.030342824731716178,0.11732566693644775,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(sup_deck)[T.Yes],1.4939420911857733,0.09393814866739401,15.903465337339796,5.995454344551678e-57,1.3098267030233117,1.6780574793482348,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(sup_engine)[T.Unknown],1.028513189068223,0.0512853517349994,20.054716488691252,1.8358722929960344e-89,0.9279957467331554,1.1290306314032907,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(sup_engine)[T.Yes],0.5089203232276751,0.06111534917614917,8.3272096140831,8.277011368346605e-17,0.38913643993983305,0.6287042065155172,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(repairs)[T.Major],0.41977049158716306,0.056151842175771786,7.475631703643096,7.683386358556075e-14,0.3097149032570731,0.529826079917253,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(repairs)[T.Moderate],3.0684251435221035,0.11111437546780806,27.615014984367026,7.347141162511129e-168,2.850644969440539,3.286205317603668,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(repairs)[T.Unknown],1.6470364680267966,0.06247797909915448,26.361871683027694,3.751801150830991e-153,1.5245818791656076,1.7694910568879856,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(dry_dock)[T.Medium],-0.7009692003498109,0.056372764998333096,-12.434536435644732,1.6972252939977666e-35,-0.811457789455484,-0.5904806112441379,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(dry_dock)[T.Small],-0.5315864999016963,0.04807180436246238,-11.058176553838571,2.0012457593771202e-28,-0.625805505123978,-0.43736749467941455,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(dry_dock)[T.Unknown],-2.634213694977696,0.12612649224948916,-20.885490811613096,7.255539415399423e-97,-2.881417077283065,-2.387010312672327,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-02],-0.18965970936642762,0.16151333623031003,-1.1742665577533626,0.24028827397680208,-0.5062200314007435,0.12690061266788827,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-03],0.08193229640769695,0.13692372923636906,0.5983790893268663,0.5495870151267357,-0.18643328152450045,0.35029787433989434,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-04],-0.024219335750594873,0.13752796540585963,-0.1761048066051224,0.8602116048178773,-0.2937691948131502,0.24533052331196048,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-05],0.16463461093462728,0.11994907101694571,1.3725376073264348,0.16989613988221386,-0.07046124823762356,0.3997304701068781,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-06],0.12257364487709843,0.1879821122680311,0.6520495136384513,0.5143692314550092,-0.24586452490600758,0.49101181466020444,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-07],0.11328924820649511,0.14671492757253396,0.7721726076611146,0.44001220301828214,-0.17426672583007397,0.4008452222430642,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-08],0.23334210191621807,0.1387334642598491,1.6819453270421194,0.09257944211751153,-0.038570491483560954,0.5052546953159971,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-09],0.12182114003937983,0.1339548965285203,0.9094190895324451,0.3631289490431586,-0.1407256327093095,0.38436791278806914,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-10],0.12567875063181333,0.14357637854492164,0.8753442028940118,0.38138664967324465,-0.15572578034692242,0.4070832816105491,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-11],0.19872280717874125,0.14228963535198494,1.3966077479020615,0.16253155911227946,-0.0801597534844865,0.477605367841969,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2016-12],0.17506866941480137,0.1436926238962918,1.2183552966584756,0.22308898508642006,-0.1065636982659901,0.45670103709559284,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-01],-0.00955793168284269,0.11996442916341642,-0.07967304766501082,0.9364972961379407,-0.24468389226904538,0.22556802890336,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-02],-0.14455596615163113,0.20422524550529464,-0.7078261347854933,0.4790532345142601,-0.5448300920758592,0.25571815977259693,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-03],0.11408930540196005,0.12408726934410604,0.9194279639241584,0.35787176826663314,-0.12911727345240892,0.357295884256329,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-04],0.11484460355212622,0.14700183380012255,0.7812460605646573,0.4346577878894783,-0.17327369635745676,0.4029629034617092,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-05],0.2115504058387041,0.14094452645255326,1.5009480053127087,0.13336901035309615,-0.06469578982635321,0.4877966015037614,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-06],0.26297787794829564,0.14902239191321492,1.7646870015443326,0.07761638436320813,-0.02910064309161864,0.5550563989882099,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-07],0.28282163739289023,0.14302696755840377,1.977400781271564,0.04799634574138136,0.0024939321604401377,0.5631493426253403,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-08],0.266775214670103,0.1357440939012911,1.965280455325693,0.04938178642215406,0.0007216795095492667,0.5328287498306568,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-09],0.1858081714421096,0.148162761252892,1.2540814565743847,0.20981239965324716,-0.1045855044635653,0.4762018473477845,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-10],0.26657285504222816,0.15653114399521745,1.703002023995767,0.08856768963298325,-0.04022254964725119,0.5733682597317076,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-11],0.36942539905119753,0.15054763394518464,2.4538771508405617,0.014132525307403254,0.07435745856091597,0.6644933395414792,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2017-12],0.2903078405552506,0.14422565090743783,2.012872458738747,0.04412804863378768,0.007630759129825915,0.5729849219806753,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-01],0.1225146429146382,0.12935525074981258,0.9471176639871784,0.3435788247049534,-0.1310169897661423,0.3760462755954187,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-02],-0.04402361295359025,0.18535660257599704,-0.2375076600551112,0.812262977332154,-0.40731587829924865,0.31926865239206814,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-03],0.0498427862344597,0.19190821178141912,0.25972200861956846,0.7950782146477052,-0.32629039719460706,0.42597596966352647,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-04],0.34790798400829814,0.12949010024410293,2.6867535305977346,0.007215016976476149,0.09411205117537513,0.6017039168412212,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-05],0.29883022677035154,0.17225466197901437,1.7348164823937116,0.08277331580273192,-0.03878270687763763,0.6364431604183407,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-06],0.3577296560357617,0.14351304091639866,2.49266306219622,0.012678909801796584,0.07644926452779716,0.6390100475437261,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-07],0.42669100703652063,0.14065983860808834,3.0334956392590704,0.0024173820497989324,0.1510027892934509,0.7023792247795904,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-08],0.39490913717965803,0.15106318789778314,2.6141983541805907,0.008943709644653278,0.09883072951019611,0.69098754484912,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-09],0.30270629689889295,0.14192759054140974,2.132822066126553,0.03293932538796798,0.024533331025182237,0.5808792627726036,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-10],0.375182571919372,0.14616297761657326,2.56687827545209,0.010261862852275806,0.08870839991775431,0.6616567439209897,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-11],0.2756093348910116,0.14536529685181396,1.8959775191183972,0.057963017275332616,-0.009301411540517501,0.5605200813225406,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2018-12],0.32890217698244406,0.13537218521612807,2.4296141519569643,0.015114904357426079,0.06357756945034748,0.5942267845145406,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-01],0.23048249722457603,0.14752297008490645,1.5623498977272654,0.11820558318671394,-0.05865721103422039,0.5196222054833725,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-02],0.02098591439274955,0.17529202941974162,0.11971972976876316,0.9047051706745817,-0.3225801500468796,0.3645519788323787,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-03],0.09547860452803092,0.16207063335282276,0.5891172419878001,0.5557826278511784,-0.22217399979509778,0.4131312088511596,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-04],0.28971652615234955,0.14735791257532205,1.9660737661729624,0.04929009025282806,0.0009003246677163901,0.5785327276369827,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-05],0.39636083495756136,0.13796020511025497,2.8730084493626107,0.004065832421590325,0.1259638016417029,0.6667578682734199,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-06],0.3376175206295349,0.15589031430341382,2.165737635068335,0.03033124139103761,0.03207811905621455,0.6431569222028553,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-07],0.3655571767732977,0.14719626221821558,2.483467795067828,0.013011009869734677,0.07705780416668129,0.6540565493799141,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-08],0.37347537398331987,0.15219159573410226,2.453981589337088,0.0141284214706849,0.07518532759479968,0.6717654203718401,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-09],0.2954018963072542,0.14349587873516664,2.058608922507402,0.03953171732685504,0.014155142056400616,0.5766486505581079,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-10],0.30618804913422615,0.14814214129377734,2.0668531348350876,0.038747994897313016,0.01583478760577861,0.5965413106626737,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-11],0.23270365474169097,0.1488637525871475,1.563198903006708,0.11800581808553835,-0.059063938932599425,0.5244712484159814,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2019-12],0.2280837632234567,0.13688786484434062,1.6662087868988074,0.09567183644933751,-0.04021152179203752,0.4963790482389509,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2020-01],0.08524880750477881,0.14039957645594336,0.6071870703365649,0.5437267718818928,-0.1899293057935479,0.3604269208031055,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2020-02],-0.03990030222916907,0.16035836726943273,-0.24881958396426507,0.803500341620626,-0.35419692669690384,0.2743963222385657,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2020-03],-0.08824041948276595,0.14719513628530503,-0.5994791792014889,0.5488533903307891,-0.3767375853014287,0.2002567463358968,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
C(year_month)[T.2020-04],-0.05127965063137818,0.15825208405489244,-0.32403775872923707,0.7459094478269829,-0.36144803585737273,0.25888873459461637,Model3_AllFE_log_val,6374,0.9531452065204603,0.9518067141954315
