variable,coef,std_err,z,p_value,ci_low,ci_high,model,nobs,r2,r2_adj
C(year_month)[T.2018-04],0.36945086450965725,0.294830666311289,1.2530951041557614,0.2101710975767137,-0.20840662299841584,0.9473083520177303,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2018-05],0.36373117814055655,0.3236763443410426,1.123749648375014,0.2611192475758697,-0.2706627994154719,0.998125155696585,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2018-06],0.4167713061276812,0.2842011559650451,1.4664659076155953,0.1425214024526873,-0.1402527239284579,0.9737953361838203,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2018-07],0.43132118714686385,0.29135812856027066,1.4803815128763098,0.13877146083474198,-0.13973025143425755,1.0023726257279852,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2018-08],0.3469262066976766,0.32140018689778815,1.0794212973124568,0.2803999610673845,-0.2830065842464303,0.9768589976417835,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2018-09],0.5606620013444346,0.30351641318216466,1.8472213593534268,0.06471506496101155,-0.034219237209386244,1.1555432398982552,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2018-10],0.5916569440408299,0.306123611824139,1.932738675449587,0.053268398232287906,-0.008334309951802399,1.1916481980334623,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2018-11],0.3873035827661626,0.3176455850142256,1.2192947141035109,0.22273235416545956,-0.23527032370987544,1.0098774892422007,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2018-12],0.21019120934959012,0.3260209366080849,0.6447169054123184,0.5191106588911203,-0.4287980846082723,0.8491805033074525,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2019-01],0.06981696288253625,0.33642386734936286,0.2075267829022193,0.8355984781978638,-0.5895617006618956,0.7291956264269681,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2019-02],-0.2999178447774504,0.37804867058622055,-0.7933313039095821,0.4275848230337874,-1.0408796235296895,0.4410439339747887,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2019-03],-0.11743255670181618,0.35759031917363665,-0.3283997088433313,0.7426094631040473,-0.8182967035023267,0.5834315900986944,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2019-04],0.27719247103062905,0.30796055932241106,0.9000908156567862,0.3680719232551506,-0.32639913390010744,0.8807840759613655,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2019-05],0.40182830977248996,0.30676043552502263,1.3099091774490343,0.1902265620989072,-0.1994110957383758,1.0030677152833558,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2019-06],0.3479862203165993,0.30049867110293965,1.158029148812416,0.24685214134521594,-0.24098035244730953,0.9369527930805082,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2019-07],0.32536579972146695,0.3142272271934987,1.035447509203616,0.3004599681650577,-0.2905082485396756,0.9412398479826095,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2019-08],0.4219566310638303,0.3105650272569837,1.3586740103697292,0.17424991121110156,-0.18673963721755793,1.0306528993452186,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2019-09],0.32733827735120746,0.3036565979631941,1.0779883577266574,0.2810389517522449,-0.26781771832461176,0.9224942730270267,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
C(year_month)[T.2019-10],0.36600822647799003,0.3038487979384123,1.2045735542194804,0.22836797104371243,-0.22952447422708633,0.9615409271830664,Model2_TimeFE_log_val,6374,0.3731231850455554,0.3619092889786495
