model,holdout_region,harbor_size,n_train,n_test,r2,mae,rmse,mape,corr,best_params
XGBoost_LOO_Raw,Hawaiian Islands -- 56050,Medium,2020,213,-1.2547230105568712,3.353051342680867,4.159466807715949,22.840274674015188,0.8497484613623513,"{'n_estimators': 73, 'max_depth': 3, 'learning_rate': 0.019592066535196274, 'subsample': 0.7490104191783584, 'colsample_bytree': 0.5915192286287174, 'min_child_weight': 2, 'reg_alpha': 0.14004363193400962, 'reg_lambda': 1.1639603196916504, 'gamma': 0.028734692139778355}"
XGBoost_LOO_Adj,Hawaiian Islands -- 56050,Medium,2020,213,0.8788696702233506,0.6591330595820857,0.9640898581489635,4.184598547111888,0.9543370139063367,"{'n_estimators': 73, 'max_depth': 3, 'learning_rate': 0.019592066535196274, 'subsample': 0.7490104191783584, 'colsample_bytree': 0.5915192286287174, 'min_child_weight': 2, 'reg_alpha': 0.14004363193400962, 'reg_lambda': 1.1639603196916504, 'gamma': 0.028734692139778355}"
