country,port_name,wpi_id,lat,lon,year_month,n_ntl_images,ntl_sum,ntl_mean,ntl_max,ntl_std,lit_area_ratio
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2016-04,30,551.8753640811451,3.3423160631918285,33.51285171508789,5.165985219721684,0.42891905480140774
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2016-05,31,543.368807438162,3.2907979075342895,31.11017894744873,4.954505369811625,0.43877325289089997
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2016-06,30,510.8275370084479,3.0937186067487037,30.556812286376953,4.9132502023831375,0.414439416792358
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2016-07,31,531.7846119870742,3.2206406853510003,34.67402267456055,4.923133213646312,0.42829562594268483
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2016-08,31,519.9297155241245,3.1488440199181023,36.94499588012695,5.029566640212985,0.41484162895927607
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2016-09,30,524.6331937118489,3.1773296377276194,33.29772186279297,4.839537815683095,0.4186626445449976
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2016-10,31,541.9976160731096,3.2824935779276307,40.29802322387695,5.079552120600643,0.4429763700351937
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2016-11,30,556.7233321177607,3.371676753117894,37.712127685546875,5.2891929274624525,0.458360985419809
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2016-12,31,589.2707815405076,3.568793475663921,38.758846282958984,6.169390059051353,0.41994972347913534
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-01,31,488.95409301774134,2.96124673363078,35.20268630981445,4.810037039693659,0.3887983911513324
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-02,28,541.8897462485468,3.281840287219555,32.2585563659668,5.290289188510825,0.373413775766717
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-03,31,542.8824990149369,3.2878526837384836,37.92951202392578,5.483261907665411,0.40969331322272506
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-04,30,536.1105316590699,3.2468397001083664,37.47763442993164,5.301093544756909,0.40136752136752146
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-05,31,513.8251700712223,3.111873135450935,31.497774124145508,5.065238939710901,0.3789441930618402
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-06,30,513.014973837614,3.10696635384376,36.71987533569336,5.450625396991197,0.3887983911513324
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-07,31,485.05363598527924,2.9376244430886156,30.403406143188477,4.712434485569762,0.41634992458521874
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-08,31,485.78771036613153,2.9420702088436883,29.885894775390625,4.729024480100329,0.4041830065359477
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-09,30,496.2179047185416,3.0052384681920925,25.692201614379883,4.504974026822759,0.4577576671694319
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-10,31,512.7599002874658,3.1054215550006825,35.20420837402344,4.8886439364352645,0.4032780291603822
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-11,30,534.7131730589942,3.2383768941941216,34.90147590637207,5.211978034795131,0.43082956259426847
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2017-12,31,514.6605428610654,3.116932393529786,34.779300689697266,5.078526622064817,0.4102966314731022
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-01,31,502.76411344285185,3.044884192564474,27.52946662902832,4.829072462297549,0.4084062342885873
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-02,28,493.47086610703474,2.9886016116208007,37.51161193847656,4.9555711232404835,0.4032780291603822
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-03,31,520.6135857007376,3.1529857345609322,33.99000930786133,4.989390057766569,0.4051885369532429
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-04,30,497.3219688616802,3.01192499844979,31.138286590576172,4.633414494778935,0.4116038210155858
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-05,31,493.47829023339585,2.988646574267092,33.65489959716797,4.536273550173024,0.4443036701860231
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-06,30,497.90151968722904,3.0154349250740613,30.93136215209961,4.637186759105811,0.4513222724987431
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-07,31,445.2860188211132,2.6967803063622804,27.72853374481201,4.03222052624108,0.4205731523378583
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-08,31,417.7354266008837,2.5299259893890347,28.05403709411621,3.856328018186645,0.4093112116641529
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-09,30,447.0987441586204,2.7077586928024737,29.858861923217773,4.386950986855274,0.39261940673705387
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-10,31,412.9669393911373,2.501046658229188,28.469005584716797,3.7862306793067133,0.450718954248366
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-11,30,400.1343500802987,2.42332880347883,29.172739028930664,3.8886602312994003,0.4199698340874812
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2018-12,31,480.007116294645,2.9070612671923626,35.63357925415039,5.351581952070232,0.38216189039718457
United States,Port St Joe,8740.0,29.816667,-85.31666699999998,2019-01,31,413.41522080516995,2.5037615795111816,32.33887004852295,4.263881357224592,0.3529009552538964
