PORT,PORT_NAME,year_month,import_ves_val,import_ves_wgt,export_ves_val,export_ves_wgt,total_ves_val,total_ves_wgt
0102,"BANGOR, ME",2017-06,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2017-07,1386000.0,46200000.0,0.0,0.0,1386000.0,46200000.0
0102,"BANGOR, ME",2017-08,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2017-09,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2017-10,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2017-11,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2017-12,0.0,0.0,148074.0,3524.0,148074.0,3524.0
0102,"BANGOR, ME",2018-01,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2018-02,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2018-03,0.0,0.0,133960.0,18030.0,133960.0,18030.0
0102,"BANGOR, ME",2018-04,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2018-05,0.0,0.0,438770.0,45000.0,438770.0,45000.0
0102,"BANGOR, ME",2018-06,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2018-07,202696.0,56308.0,56077.0,2342.0,258773.0,58650.0
0102,"BANGOR, ME",2018-08,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2018-09,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2018-10,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2018-11,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2018-12,0.0,0.0,197874.0,6929.0,197874.0,6929.0
0102,"BANGOR, ME",2019-01,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2019-02,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2019-03,0.0,0.0,92544.0,2974.0,92544.0,2974.0
0102,"BANGOR, ME",2019-04,0.0,0.0,3450.0,445.0,3450.0,445.0
0102,"BANGOR, ME",2019-05,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2019-06,0.0,0.0,3498.0,669.0,3498.0,669.0
0102,"BANGOR, ME",2019-07,30270.0,372.0,3313.0,2308.0,33583.0,2680.0
0102,"BANGOR, ME",2019-08,0.0,0.0,99422.0,8934.0,99422.0,8934.0
0102,"BANGOR, ME",2019-09,0.0,0.0,334959.0,16222.0,334959.0,16222.0
0102,"BANGOR, ME",2019-10,0.0,0.0,83325.0,12985.0,83325.0,12985.0
0102,"BANGOR, ME",2019-11,0.0,0.0,10472.0,1257.0,10472.0,1257.0
0102,"BANGOR, ME",2019-12,0.0,0.0,167597.0,23940.0,167597.0,23940.0
0102,"BANGOR, ME",2020-01,0.0,0.0,2004200.0,68983.0,2004200.0,68983.0
0102,"BANGOR, ME",2020-02,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2020-03,6101105.0,18911690.0,76011.0,2857.0,6177116.0,18914547.0
0102,"BANGOR, ME",2020-04,2867779.0,13702181.0,10668.0,7434.0,2878447.0,13709615.0
0102,"BANGOR, ME",2020-05,4138523.0,13630441.0,79002.0,14170.0,4217525.0,13644611.0
0102,"BANGOR, ME",2020-06,4997095.0,37531953.0,47680.0,15746.0,5044775.0,37547699.0
0102,"BANGOR, ME",2020-07,8580132.0,25363042.0,0.0,0.0,8580132.0,25363042.0
0102,"BANGOR, ME",2020-08,4844156.0,12979090.0,0.0,0.0,4844156.0,12979090.0
0102,"BANGOR, ME",2020-09,4262915.0,57849168.0,3811.0,9.0,4266726.0,57849177.0
0102,"BANGOR, ME",2020-10,5066843.0,64151552.0,0.0,0.0,5066843.0,64151552.0
0102,"BANGOR, ME",2020-11,7011461.0,18388456.0,0.0,0.0,7011461.0,18388456.0
0102,"BANGOR, ME",2020-12,2488890.0,5786032.0,15783.0,10653.0,2504673.0,5796685.0
0102,"BANGOR, ME",2021-01,13678149.0,31841872.0,0.0,0.0,13678149.0,31841872.0
0102,"BANGOR, ME",2021-02,0.0,0.0,67622.0,3838.0,67622.0,3838.0
0102,"BANGOR, ME",2021-03,14461224.0,24327704.0,218279.0,36332.0,14679503.0,24364036.0
0102,"BANGOR, ME",2021-04,3572879.0,6890616.0,101266.0,30979.0,3674145.0,6921595.0
0102,"BANGOR, ME",2021-05,15027916.0,78819064.0,82333.0,50411.0,15110249.0,78869475.0
0102,"BANGOR, ME",2021-06,7214553.0,36636512.0,52280.0,31198.0,7266833.0,36667710.0
0102,"BANGOR, ME",2021-07,11797183.0,6963780.0,89514.0,59005.0,11886697.0,7022785.0
0102,"BANGOR, ME",2021-08,4280085.0,6790312.0,65753.0,37200.0,4345838.0,6827512.0
0102,"BANGOR, ME",2021-09,7972911.0,13642304.0,77483.0,17049.0,8050394.0,13659353.0
0102,"BANGOR, ME",2021-10,7203081.0,55682189.0,132117.0,24794.0,7335198.0,55706983.0
0102,"BANGOR, ME",2021-11,9101354.0,13681520.0,48606.0,32810.0,9149960.0,13714330.0
0102,"BANGOR, ME",2021-12,4392689.0,7007984.0,59878.0,70684.0,4452567.0,7078668.0
0102,"BANGOR, ME",2022-01,13438853.0,18546432.0,0.0,0.0,13438853.0,18546432.0
0102,"BANGOR, ME",2022-02,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2022-03,5937360.0,6862800.0,38868.0,359.0,5976228.0,6863159.0
0102,"BANGOR, ME",2022-04,24876945.0,30101640.0,0.0,0.0,24876945.0,30101640.0
0102,"BANGOR, ME",2022-05,27266169.0,37992738.0,0.0,0.0,27266169.0,37992738.0
0102,"BANGOR, ME",2022-06,8127766.0,6831944.0,0.0,0.0,8127766.0,6831944.0
0102,"BANGOR, ME",2022-07,10027643.0,9079872.0,0.0,0.0,10027643.0,9079872.0
0102,"BANGOR, ME",2022-08,13466039.0,13653552.0,0.0,0.0,13466039.0,13653552.0
0102,"BANGOR, ME",2022-09,25562585.0,26403663.0,125831.0,20032.0,25688416.0,26423695.0
0102,"BANGOR, ME",2022-10,12508024.0,43704398.0,0.0,0.0,12508024.0,43704398.0
0102,"BANGOR, ME",2022-11,13485545.0,11606872.0,0.0,0.0,13485545.0,11606872.0
0102,"BANGOR, ME",2022-12,15694863.0,18486722.0,0.0,0.0,15694863.0,18486722.0
0102,"BANGOR, ME",2023-01,22518329.0,24307805.0,0.0,0.0,22518329.0,24307805.0
0102,"BANGOR, ME",2023-02,18383957.0,19830984.0,0.0,0.0,18383957.0,19830984.0
0102,"BANGOR, ME",2023-03,6060241.0,6957192.0,0.0,0.0,6060241.0,6957192.0
0102,"BANGOR, ME",2023-04,6402137.0,48918801.0,7633.0,2268.0,6409770.0,48921069.0
0102,"BANGOR, ME",2023-05,15598128.0,24858536.0,0.0,0.0,15598128.0,24858536.0
0102,"BANGOR, ME",2023-06,19354.0,8448.0,0.0,0.0,19354.0,8448.0
0102,"BANGOR, ME",2023-07,8304685.0,11605800.0,0.0,0.0,8304685.0,11605800.0
0102,"BANGOR, ME",2023-08,16577897.0,19581002.0,0.0,0.0,16577897.0,19581002.0
0102,"BANGOR, ME",2023-09,11182371.0,12675028.0,0.0,0.0,11182371.0,12675028.0
0102,"BANGOR, ME",2023-10,6157215.0,6895954.0,0.0,0.0,6157215.0,6895954.0
0102,"BANGOR, ME",2023-11,11535203.0,13768616.0,0.0,0.0,11535203.0,13768616.0
0102,"BANGOR, ME",2023-12,4930746.0,6872832.0,8263.0,18324.0,4939009.0,6891156.0
0102,"BANGOR, ME",2024-01,10185216.0,12400018.0,0.0,0.0,10185216.0,12400018.0
0102,"BANGOR, ME",2024-02,22065557.0,10916243.0,0.0,0.0,22065557.0,10916243.0
0102,"BANGOR, ME",2024-03,11530878.0,15355312.0,0.0,0.0,11530878.0,15355312.0
0102,"BANGOR, ME",2024-04,0.0,0.0,0.0,0.0,0.0,0.0
0102,"BANGOR, ME",2024-05,18091898.0,26115576.0,0.0,0.0,18091898.0,26115576.0
0102,"BANGOR, ME",2024-06,14847631.0,18992820.0,0.0,0.0,14847631.0,18992820.0
0102,"BANGOR, ME",2024-07,23542706.0,7934169.0,0.0,0.0,23542706.0,7934169.0
0102,"BANGOR, ME",2024-08,4358333.0,6796224.0,0.0,0.0,4358333.0,6796224.0
0102,"BANGOR, ME",2024-09,8131698.0,40631655.0,0.0,0.0,8131698.0,40631655.0
0102,"BANGOR, ME",2024-10,12747677.0,20482423.0,905613.0,19148.0,13653290.0,20501571.0
0102,"BANGOR, ME",2024-11,11995561.0,19799144.0,0.0,0.0,11995561.0,19799144.0
0102,"BANGOR, ME",2024-12,4629719.0,7584040.0,0.0,0.0,4629719.0,7584040.0
0103,"EASTPORT, ME",2016-01,0.0,0.0,3830576.0,7687925.0,3830576.0,7687925.0
0103,"EASTPORT, ME",2016-02,0.0,0.0,23107869.0,51366230.0,23107869.0,51366230.0
0103,"EASTPORT, ME",2016-03,0.0,0.0,4692295.0,9442811.0,4692295.0,9442811.0
0103,"EASTPORT, ME",2016-04,81389.0,6804.0,7120182.0,14306226.0,7201571.0,14313030.0
0103,"EASTPORT, ME",2016-05,460332.0,13722604.0,11366768.0,1420420.0,11827100.0,15143024.0
0103,"EASTPORT, ME",2016-06,1860866.0,316961.0,7017071.0,7215360.0,8877937.0,7532321.0
0103,"EASTPORT, ME",2016-07,1293684.0,322893.0,3229083.0,477197.0,4522767.0,800090.0
0103,"EASTPORT, ME",2016-08,244637.0,285689.0,12940400.0,7982738.0,13185037.0,8268427.0
0103,"EASTPORT, ME",2016-09,441310.0,381196.0,11653784.0,7037339.0,12095094.0,7418535.0
0103,"EASTPORT, ME",2016-10,322732.0,255200.0,13357999.0,8134892.0,13680731.0,8390092.0
0103,"EASTPORT, ME",2016-11,329016.0,150749.0,11521814.0,18469144.0,11850830.0,18619893.0
0103,"EASTPORT, ME",2016-12,59242.0,82800.0,15245016.0,18081418.0,15304258.0,18164218.0
0103,"EASTPORT, ME",2017-01,0.0,0.0,4904020.0,554015.0,4904020.0,554015.0
0103,"EASTPORT, ME",2017-02,0.0,0.0,5801240.0,10119899.0,5801240.0,10119899.0
0103,"EASTPORT, ME",2017-03,0.0,0.0,0.0,0.0,0.0,0.0
0103,"EASTPORT, ME",2017-04,0.0,0.0,4800110.0,6371896.0,4800110.0,6371896.0
0103,"EASTPORT, ME",2017-05,0.0,0.0,9343245.0,7210230.0,9343245.0,7210230.0
0103,"EASTPORT, ME",2017-06,0.0,0.0,12247665.0,7756890.0,12247665.0,7756890.0
0103,"EASTPORT, ME",2017-07,4651192.0,644110.0,7861655.0,10839719.0,12512847.0,11483829.0
0103,"EASTPORT, ME",2017-08,0.0,0.0,8245343.0,10873386.0,8245343.0,10873386.0
0103,"EASTPORT, ME",2017-09,62400.0,108862.0,7297537.0,8587628.0,7359937.0,8696490.0
0103,"EASTPORT, ME",2017-10,0.0,0.0,5804691.0,8049908.0,5804691.0,8049908.0
0103,"EASTPORT, ME",2017-11,0.0,0.0,6736980.0,7757834.0,6736980.0,7757834.0
0103,"EASTPORT, ME",2017-12,0.0,0.0,6073090.0,9419190.0,6073090.0,9419190.0
0103,"EASTPORT, ME",2018-01,189908.0,15876.0,17087481.0,27707450.0,17277389.0,27723326.0
0103,"EASTPORT, ME",2018-02,65075.0,6804.0,17273403.0,21121428.0,17338478.0,21128232.0
0103,"EASTPORT, ME",2018-03,0.0,0.0,21628039.0,25548310.0,21628039.0,25548310.0
0103,"EASTPORT, ME",2018-04,0.0,0.0,0.0,0.0,0.0,0.0
0103,"EASTPORT, ME",2018-05,4592426.0,784431.0,35438603.0,49302207.0,40031029.0,50086638.0
0103,"EASTPORT, ME",2018-06,0.0,0.0,24991713.0,29132707.0,24991713.0,29132707.0
0103,"EASTPORT, ME",2018-07,6054640.0,231332.0,12589417.0,25470828.0,18644057.0,25702160.0
0103,"EASTPORT, ME",2018-08,0.0,0.0,17786496.0,16448656.0,17786496.0,16448656.0
0103,"EASTPORT, ME",2018-09,0.0,0.0,26529493.0,25968870.0,26529493.0,25968870.0
0103,"EASTPORT, ME",2018-10,99030.0,9072.0,10823141.0,5720190.0,10922171.0,5729262.0
0103,"EASTPORT, ME",2018-11,132040.0,16656.0,3145665.0,590590.0,3277705.0,607246.0
0103,"EASTPORT, ME",2018-12,0.0,0.0,18196349.0,29854438.0,18196349.0,29854438.0
0103,"EASTPORT, ME",2019-01,78526.0,9936.0,5610353.0,7236656.0,5688879.0,7246592.0
0103,"EASTPORT, ME",2019-02,0.0,0.0,25289401.0,39485080.0,25289401.0,39485080.0
0103,"EASTPORT, ME",2019-03,0.0,0.0,11093513.0,12269798.0,11093513.0,12269798.0
0103,"EASTPORT, ME",2019-04,0.0,0.0,9865377.0,15381538.0,9865377.0,15381538.0
0103,"EASTPORT, ME",2019-05,6169390.0,281772.0,17957968.0,32474976.0,24127358.0,32756748.0
0103,"EASTPORT, ME",2019-06,0.0,0.0,11373114.0,1714656.0,11373114.0,1714656.0
0103,"EASTPORT, ME",2019-07,0.0,0.0,12848144.0,13718948.0,12848144.0,13718948.0
0103,"EASTPORT, ME",2019-08,0.0,0.0,19555963.0,19427002.0,19555963.0,19427002.0
0103,"EASTPORT, ME",2019-09,0.0,0.0,3956467.0,8907985.0,3956467.0,8907985.0
0103,"EASTPORT, ME",2019-10,6044576.0,259092.0,9172932.0,23687693.0,15217508.0,23946785.0
0103,"EASTPORT, ME",2019-11,0.0,0.0,2955866.0,480685.0,2955866.0,480685.0
0103,"EASTPORT, ME",2019-12,0.0,0.0,12761272.0,17176990.0,12761272.0,17176990.0
0103,"EASTPORT, ME",2020-01,0.0,0.0,19709971.0,32437811.0,19709971.0,32437811.0
0103,"EASTPORT, ME",2020-02,0.0,0.0,3965381.0,440006.0,3965381.0,440006.0
0103,"EASTPORT, ME",2020-03,0.0,0.0,7910365.0,8910962.0,7910365.0,8910962.0
0103,"EASTPORT, ME",2020-04,0.0,0.0,6270508.0,10298583.0,6270508.0,10298583.0
0103,"EASTPORT, ME",2020-05,0.0,0.0,5324507.0,8487359.0,5324507.0,8487359.0
0103,"EASTPORT, ME",2020-06,0.0,0.0,11878912.0,9654185.0,11878912.0,9654185.0
0103,"EASTPORT, ME",2020-07,9715.0,8.0,7820607.0,8841865.0,7830322.0,8841873.0
0103,"EASTPORT, ME",2020-08,1293158.0,45735.0,7500721.0,15808385.0,8793879.0,15854120.0
0103,"EASTPORT, ME",2020-09,62597.0,12973.0,4089965.0,7206305.0,4152562.0,7219278.0
0103,"EASTPORT, ME",2020-10,21304.0,25431.0,4210653.0,9642678.0,4231957.0,9668109.0
0103,"EASTPORT, ME",2020-11,0.0,0.0,244398.0,25766.0,244398.0,25766.0
0103,"EASTPORT, ME",2020-12,37625.0,8165.0,395951.0,53853.0,433576.0,62018.0
0103,"EASTPORT, ME",2021-01,110481.0,21572.0,3841912.0,7335575.0,3952393.0,7357147.0
0103,"EASTPORT, ME",2021-02,19416.0,5606.0,287398.0,42568.0,306814.0,48174.0
0103,"EASTPORT, ME",2021-03,0.0,0.0,6648873.0,15593295.0,6648873.0,15593295.0
0103,"EASTPORT, ME",2021-04,0.0,0.0,0.0,0.0,0.0,0.0
0103,"EASTPORT, ME",2021-05,0.0,0.0,396190.0,65519.0,396190.0,65519.0
0103,"EASTPORT, ME",2021-06,0.0,0.0,3747292.0,498288.0,3747292.0,498288.0
0103,"EASTPORT, ME",2021-07,0.0,0.0,17059.0,8698.0,17059.0,8698.0
0103,"EASTPORT, ME",2021-08,2294.0,3671.0,23380566.0,15742082.0,23382860.0,15745753.0
0103,"EASTPORT, ME",2021-09,0.0,0.0,24870378.0,14387972.0,24870378.0,14387972.0
0103,"EASTPORT, ME",2021-10,0.0,0.0,18312794.0,7289122.0,18312794.0,7289122.0
0103,"EASTPORT, ME",2021-11,0.0,0.0,2763113.0,4782128.0,2763113.0,4782128.0
0103,"EASTPORT, ME",2021-12,0.0,0.0,2654834.0,359381.0,2654834.0,359381.0
0103,"EASTPORT, ME",2022-01,0.0,0.0,1037752.0,109624.0,1037752.0,109624.0
0103,"EASTPORT, ME",2022-02,0.0,0.0,3671282.0,410171.0,3671282.0,410171.0
0103,"EASTPORT, ME",2022-03,0.0,0.0,4474160.0,440036.0,4474160.0,440036.0
0103,"EASTPORT, ME",2022-04,0.0,0.0,8412777.0,721002.0,8412777.0,721002.0
0103,"EASTPORT, ME",2022-05,15991.0,36288.0,14220003.0,1126459.0,14235994.0,1162747.0
0103,"EASTPORT, ME",2022-06,0.0,0.0,8149877.0,650997.0,8149877.0,650997.0
0103,"EASTPORT, ME",2022-07,0.0,0.0,12116067.0,1031779.0,12116067.0,1031779.0
0103,"EASTPORT, ME",2022-08,38715.0,65.0,19931998.0,1874827.0,19970713.0,1874892.0
0103,"EASTPORT, ME",2022-09,2071.0,9108.0,9577460.0,4494087.0,9579531.0,4503195.0
0103,"EASTPORT, ME",2022-10,0.0,0.0,5114050.0,661166.0,5114050.0,661166.0
0103,"EASTPORT, ME",2022-11,33697.0,1814.0,8027066.0,1049111.0,8060763.0,1050925.0
0103,"EASTPORT, ME",2022-12,1012065.0,47807000.0,6417804.0,715246.0,7429869.0,48522246.0
0103,"EASTPORT, ME",2023-01,0.0,0.0,10679667.0,1058969.0,10679667.0,1058969.0
0103,"EASTPORT, ME",2023-02,4104309.0,31571610.0,6766406.0,660980.0,10870715.0,32232590.0
0103,"EASTPORT, ME",2023-03,0.0,0.0,5023671.0,2793448.0,5023671.0,2793448.0
0103,"EASTPORT, ME",2023-04,156123.0,20532.0,7147867.0,6161166.0,7303990.0,6181698.0
0103,"EASTPORT, ME",2023-05,0.0,0.0,2751538.0,282590.0,2751538.0,282590.0
0103,"EASTPORT, ME",2023-06,2343222.0,15195010.0,3709740.0,421506.0,6052962.0,15616516.0
0103,"EASTPORT, ME",2023-07,0.0,0.0,7314532.0,774650.0,7314532.0,774650.0
0103,"EASTPORT, ME",2023-08,0.0,0.0,5698786.0,605248.0,5698786.0,605248.0
0103,"EASTPORT, ME",2023-09,0.0,0.0,8674370.0,15897665.0,8674370.0,15897665.0
0103,"EASTPORT, ME",2023-10,0.0,0.0,1777749.0,239025.0,1777749.0,239025.0
0103,"EASTPORT, ME",2023-11,31110.0,15526.0,2623437.0,348202.0,2654547.0,363728.0
0103,"EASTPORT, ME",2023-12,0.0,0.0,1747899.0,235240.0,1747899.0,235240.0
0103,"EASTPORT, ME",2024-01,0.0,0.0,8077801.0,5992789.0,8077801.0,5992789.0
0103,"EASTPORT, ME",2024-02,0.0,0.0,7223310.0,11518534.0,7223310.0,11518534.0
0103,"EASTPORT, ME",2024-03,0.0,0.0,6471938.0,8574602.0,6471938.0,8574602.0
0103,"EASTPORT, ME",2024-04,0.0,0.0,14588337.0,10584909.0,14588337.0,10584909.0
0103,"EASTPORT, ME",2024-05,474644.0,142604.0,9557212.0,995679.0,10031856.0,1138283.0
0103,"EASTPORT, ME",2024-06,0.0,0.0,9395611.0,1092822.0,9395611.0,1092822.0
0103,"EASTPORT, ME",2024-07,0.0,0.0,19041821.0,17303753.0,19041821.0,17303753.0
0103,"EASTPORT, ME",2024-08,0.0,0.0,6682873.0,788473.0,6682873.0,788473.0
0103,"EASTPORT, ME",2024-09,0.0,0.0,11589078.0,13138832.0,11589078.0,13138832.0
0103,"EASTPORT, ME",2024-10,0.0,0.0,4564587.0,568632.0,4564587.0,568632.0
0103,"EASTPORT, ME",2024-11,0.0,0.0,8133726.0,6996560.0,8133726.0,6996560.0
0103,"EASTPORT, ME",2024-12,0.0,0.0,13106505.0,15762243.0,13106505.0,15762243.0
0104,"JACKMAN, ME",2016-01,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-02,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-03,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-04,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-05,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-06,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-07,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-08,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-09,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-10,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-11,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2016-12,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-01,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-02,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-03,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-04,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-05,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-06,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-07,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-08,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-09,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-10,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-11,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2017-12,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-01,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-02,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-03,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-04,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-05,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-06,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-07,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-08,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-09,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-10,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-11,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2018-12,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-01,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-02,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-03,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-04,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-05,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-06,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-07,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-08,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-09,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-10,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-11,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2019-12,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-01,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-02,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-03,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-04,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-05,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-06,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-07,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-08,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-09,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-10,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-11,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2020-12,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-01,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-02,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-03,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-04,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-05,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-06,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-07,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-08,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-09,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-10,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-11,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2021-12,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-01,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-02,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-03,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-04,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-05,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-06,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-07,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-08,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-09,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-10,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-11,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2022-12,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2023-01,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2023-02,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2023-03,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2023-04,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2023-05,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2023-06,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2023-07,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2023-08,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2023-09,0.0,0.0,0.0,0.0,0.0,0.0
0104,"JACKMAN, ME",2023-10,0.0,0.0,0.0,0.0,0.0,0.0
