country,port_name,wpi_id,lat,lon,year_month,n_images,sar_diff_median,sar_diff_mean,vh_median_mean,vh_max_mean
Russia,Vyborg,28300.0,60.716667,28.75,2024-11,10,6570.148426440254,6540.528583030396,0.0547921687586671,2.725812277953201
Russia,Vyborg,28300.0,60.716667,28.75,2024-12,10,4378.552364110333,4538.126873798172,-0.4226399094022152,2.847788475295528
Russia,Tuapse,44230.0,44.1,39.066667,2016-01,11,7301.819869546277,11197.591417119136,1.1298398510340057,2.1415097290591922
Russia,Tuapse,44230.0,44.1,39.066667,2016-02,7,8095.954630040465,11998.680424413831,-1.329839281158173,2.1414256113289714
Russia,Tuapse,44230.0,44.1,39.066667,2016-03,10,7992.168522466708,11412.816969784426,-0.7031701069345374,2.394516572445764
Russia,Tuapse,44230.0,44.1,39.066667,2016-04,7,5925.006987487839,9843.381922815272,-0.37372338008067496,2.0883511747166126
Russia,Tuapse,44230.0,44.1,39.066667,2016-05,10,6989.687940871602,11555.953007423537,-0.15359523522206955,2.117241696571121
Russia,Tuapse,44230.0,44.1,39.066667,2016-06,4,8268.03996761018,10602.474229338035,-0.4705686900710765,2.33143292255306
Russia,Tuapse,44230.0,44.1,39.066667,2016-07,8,8233.185972393028,11492.805544817671,-0.6019202031855981,2.480205790040849
Russia,Tuapse,44230.0,44.1,39.066667,2016-08,7,6797.659368790147,9827.764442656502,-0.35808097327011557,2.511668917157293
Russia,Tuapse,44230.0,44.1,39.066667,2016-09,9,9752.335829686544,12697.906009787765,-0.5220204304864359,2.609135751438398
Russia,Tuapse,44230.0,44.1,39.066667,2016-10,15,9133.249614883105,12207.261499650116,-0.5225280002491105,2.6247651505948593
Russia,Tuapse,44230.0,44.1,39.066667,2016-11,14,10519.306820861124,13153.166152375361,2.0187319908544734,2.3975673609619674
Russia,Tuapse,44230.0,44.1,39.066667,2016-12,16,10711.583138291455,13938.791782282144,1.6838174468875189,2.0383556879539153
Russia,Tuapse,44230.0,44.1,39.066667,2017-01,16,10807.417890114008,14334.842251827899,1.8607446477066674,2.142108806163581
Russia,Tuapse,44230.0,44.1,39.066667,2017-02,13,10720.278259010736,13607.513899242187,-0.7344873269195273,1.9069592653493694
Russia,Tuapse,44230.0,44.1,39.066667,2017-03,16,11861.932776796559,14378.076291462658,1.7878146710611826,2.3690202484434195
Russia,Tuapse,44230.0,44.1,39.066667,2017-04,15,10102.254262328963,12503.72583350287,-0.8231848177283372,2.1017114893988613
Russia,Tuapse,44230.0,44.1,39.066667,2017-05,17,7876.615548960623,11044.249822313821,2.1518488148756543,2.5495689123969862
Russia,Tuapse,44230.0,44.1,39.066667,2017-06,17,6131.9593919282415,8935.150001789885,-0.5319750766226125,2.5235914023521517
Russia,Tuapse,44230.0,44.1,39.066667,2017-07,19,4945.643417298864,7296.219589635969,-0.3829986375990092,2.8174162875334865
Russia,Tuapse,44230.0,44.1,39.066667,2017-08,17,6308.15143108487,8543.260105315308,-0.12250971169963622,2.7344098388892584
Russia,Tuapse,44230.0,44.1,39.066667,2017-09,17,5356.2022076011835,6982.423042039695,2.1189003166611897,2.4883556205367867
Russia,Tuapse,44230.0,44.1,39.066667,2017-10,17,8093.203706609565,10403.928652574681,-0.6241525809684536,2.6835348102290975
Russia,Tuapse,44230.0,44.1,39.066667,2017-11,18,8027.462365444332,10197.75974426958,-0.18039463234897726,2.188814297691746
Russia,Tuapse,44230.0,44.1,39.066667,2017-12,17,8314.467770678506,11594.28941873253,0.057377649786367856,1.951684380224819
Russia,Tuapse,44230.0,44.1,39.066667,2018-01,19,8388.95023721076,9966.099496944651,1.5368410558846939,1.9755642683055634
Russia,Tuapse,44230.0,44.1,39.066667,2018-02,16,9137.45537307847,11652.575481474323,1.686564348263082,2.187871534713101
Russia,Tuapse,44230.0,44.1,39.066667,2018-03,18,8428.49574336898,10669.006465729579,-0.43437034382280065,2.3406430901835993
Russia,Tuapse,44230.0,44.1,39.066667,2018-04,17,6019.881520271641,9038.813687141968,-0.8677329311863771,2.2743409231520553
Russia,Tuapse,44230.0,44.1,39.066667,2018-05,19,5313.911848797201,7893.400683196025,1.5945083319664795,2.763839796526076
Russia,Tuapse,44230.0,44.1,39.066667,2018-06,15,4563.135075898726,6534.647649240685,1.3890435591364645,2.519050385676528
Russia,Tuapse,44230.0,44.1,39.066667,2018-07,17,5031.789591741353,7509.558847700692,2.0731180676933807,2.9641746753217344
Russia,Tuapse,44230.0,44.1,39.066667,2018-08,20,4459.448737459535,5160.157972213932,-0.3306608761888595,2.9064418959141807
