country,port_name,wpi_id,lat,lon,year_month,n_images,sar_diff_median,sar_diff_mean,vh_median_mean,vh_max_mean,n_ntl_images,ntl_sum,ntl_mean,ntl_max,ntl_std,lit_area_ratio,region,tidal_range_m,entrance_width_m,channel_depth_m,anchorage_depth_m,cargo_pier_depth_m,oil_terminal_depth_m,lng_terminal_depth_m,max_vessel_length_m,max_vessel_beam_m,max_vessel_draft_m,offshore_max_vessel_length_m,offshore_max_vessel_beam_m,offshore_max_vessel_draft_m,harbor_size,harbor_type,harbor_use,shelter_afforded,ent_restr_tide,ent_restr_swell,ent_restr_ice,ent_restr_other,overhead_limits,underkeel_mgmt,good_holding_ground,turning_area,traffic_sep_scheme,vessel_traffic_svc,navarea,search_rescue,port_security,eta_message,quarantine_pratique,quarantine_sanitation,quarantine_other,first_port_of_entry,us_representative,pilotage_compulsory,pilotage_available,pilotage_local_assist,pilotage_advisable,tugs_salvage,tugs_assistance,comm_telephone,comm_telefax,comm_radio,comm_radiotelephone,comm_airport,comm_rail,fac_wharves,fac_anchorage,fac_dangerous_cargo,fac_med_mooring,fac_beach_mooring,fac_ice_mooring,fac_roro,fac_solid_bulk,fac_liquid_bulk,fac_container,fac_breakbulk,fac_oil_terminal,fac_lng_terminal,fac_other,medical_facilities,garbage_disposal,chemical_tank_disposal,dirty_ballast_disposal,degaussing,cranes_fixed,cranes_mobile,cranes_floating,cranes_container,lifts_100_tons,lifts_50_100_tons,lifts_25_49_tons,lifts_0_24_tons,svc_longshoremen,svc_electricity,svc_steam,svc_nav_equip,svc_electrical_repair,svc_ice_breaking,svc_diving,sup_provisions,sup_potable_water,sup_fuel_oil,sup_diesel_oil,sup_aviation_fuel,sup_deck,sup_engine,repairs,dry_dock
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2019-08,15,4899.444450860236,5004.4005711115615,-2.5206802823294234,3.8295110805153194,31,2156.821858707552,7.387666043902717,102.96209716796876,14.1187678832158,0.6455273233553778,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2019-09,15,5265.343581487019,5289.951722906246,-2.081435041157277,3.648564550130672,30,1558.562821664771,5.338475956378584,63.14803695678711,10.209859941017452,0.5273233553776541,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2019-10,15,6467.763960590933,6495.4292044595,-2.10166150384966,3.494636376797076,31,1470.213757690378,5.035857834580927,45.44175338745117,8.473205898931772,0.7475229144912404,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2019-11,7,5966.857382837197,6290.695525760591,-0.5208887830009987,3.663705822911021,30,1246.4583662430075,4.269438437975564,38.36711883544922,7.262538970944133,0.7250493096646944,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2019-12,8,6235.903456601821,6300.43308958977,0.8215204767108987,4.132192897029129,31,1531.3656896128368,5.245318828848352,61.3606071472168,9.689705456068069,0.8112658080983874,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-01,7,5554.72744223911,5435.2535801187705,-1.597331308786918,2.841527859885751,31,938.6624182576794,3.215158658585412,31.887794494628903,5.864741664096997,0.5051978187724795,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-02,7,4302.230544734175,4323.655783411038,0.2731760921289323,3.788669636194883,29,1227.0389962068266,4.202922132963594,32.367061614990234,6.375226843803981,0.6289476737440539,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-03,7,4575.105754476996,4835.556595969441,-0.6359580497573011,2.652096978570311,31,1276.8140206334638,4.373414311678552,48.42350006103516,8.459719423388009,0.4490196078431372,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-04,9,5676.139749626741,5702.842583083997,0.842950004875394,4.122178395802996,30,1713.1115979687274,5.867845010302972,61.64055633544922,11.588690232764142,0.4216730479173918,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-05,14,5346.556678955543,5983.243862005442,1.76914685035161,4.18528428002459,31,0.0,,,,,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-06,15,5210.791105959948,5510.172420499749,-1.573296812614131,4.161343828491626,30,0.0,,,,,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-07,15,4868.649686679226,5455.33398660087,1.5934432298245178,3.986447012414493,31,0.0,,,,,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-08,15,4550.961247517256,4997.748366010094,-2.633397872757264,4.319425549980652,31,1759.768778037528,6.027657775324318,88.31211471557617,12.088775565191506,0.7302703329852653,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-09,14,5219.85349263911,5237.980612145017,-2.622416664216267,3.925003499173533,30,1333.669289568476,4.568158137197755,44.52293395996094,8.324756027431627,0.564636268708667,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-10,15,5925.642625250716,6172.088342258108,-1.754211462833439,4.170486637724932,31,1384.0115745969852,4.7405933284380986,51.93479919433594,9.163510196307447,0.4933634992458522,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-11,12,5947.432588020906,6185.001626403805,-2.477320954350262,3.546279815261046,30,1110.002891380948,3.802043565249663,39.30984115600586,7.25346394568247,0.4985381134702402,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2020-12,7,5841.720634739206,6057.402966124082,-1.4225974610606733,3.023907683062626,31,1095.9605977876909,3.753945121171586,39.34769058227539,6.1369262285593456,0.6085856827938277,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2021-01,9,3610.676313372072,3872.198128819584,-5.294099631672185,2.8067184536674343,31,2143.944003206006,7.343556097861987,63.86872863769531,8.452197572765009,0.863754495881193,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2021-02,6,2600.7893904504003,3072.488883774726,-0.9591856985818682,2.7015585952533847,28,4548.003821229117,15.578075334310643,128.25880432128906,25.06405882195397,0.863754495881193,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2021-03,8,4803.271646263691,4595.468658231816,-1.2109066248049356,3.4025981917880457,31,3116.653985703439,10.67533636485522,106.8641242980957,19.007432580656804,0.8195382294929809,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2021-04,7,4711.039479135655,5263.207567683565,-0.7042619945022445,3.4096830383078767,30,1611.5125832300632,5.519842421100461,65.4321060180664,10.824173065855586,0.464914723285764,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2021-05,14,4836.067679905618,4462.444412782715,-1.3006425643098396,3.743659050411074,31,1130.2694378662927,12.731070570957405,63.152381896972656,16.912765007595688,0.8496347558631295,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2021-06,19,4809.528995069832,4439.733522412501,2.192938559898053,5.129712848346549,30,0.0,,,,,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2021-07,25,4641.873406655968,3755.026156545088,1.6816106760168754,5.195011081115447,31,0.0,,,,,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,Gavan Vysotsk,28310.0,60.616667,28.566667,2021-08,22,4715.480223798766,3564.733934232451,2.3119751363125087,4.8996710628271565,31,1551.3727522815002,5.313848131311972,51.97989273071289,10.196736384637193,0.5954519085740807,Russia -- 28250,2.0,0.0,7.9,14.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small,Canal or Lake,Unknown,Good,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,I,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
