country,port_name,wpi_id,lat,lon,year_month,n_images,sar_diff_median,sar_diff_mean,vh_median_mean,vh_max_mean,n_ntl_images,ntl_sum,ntl_mean,ntl_max,ntl_std,lit_area_ratio,region,tidal_range_m,entrance_width_m,channel_depth_m,anchorage_depth_m,cargo_pier_depth_m,oil_terminal_depth_m,lng_terminal_depth_m,max_vessel_length_m,max_vessel_beam_m,max_vessel_draft_m,offshore_max_vessel_length_m,offshore_max_vessel_beam_m,offshore_max_vessel_draft_m,harbor_size,harbor_type,harbor_use,shelter_afforded,ent_restr_tide,ent_restr_swell,ent_restr_ice,ent_restr_other,overhead_limits,underkeel_mgmt,good_holding_ground,turning_area,traffic_sep_scheme,vessel_traffic_svc,navarea,search_rescue,port_security,eta_message,quarantine_pratique,quarantine_sanitation,quarantine_other,first_port_of_entry,us_representative,pilotage_compulsory,pilotage_available,pilotage_local_assist,pilotage_advisable,tugs_salvage,tugs_assistance,comm_telephone,comm_telefax,comm_radio,comm_radiotelephone,comm_airport,comm_rail,fac_wharves,fac_anchorage,fac_dangerous_cargo,fac_med_mooring,fac_beach_mooring,fac_ice_mooring,fac_roro,fac_solid_bulk,fac_liquid_bulk,fac_container,fac_breakbulk,fac_oil_terminal,fac_lng_terminal,fac_other,medical_facilities,garbage_disposal,chemical_tank_disposal,dirty_ballast_disposal,degaussing,cranes_fixed,cranes_mobile,cranes_floating,cranes_container,lifts_100_tons,lifts_50_100_tons,lifts_25_49_tons,lifts_0_24_tons,svc_longshoremen,svc_electricity,svc_steam,svc_nav_equip,svc_electrical_repair,svc_ice_breaking,svc_diving,sup_provisions,sup_potable_water,sup_fuel_oil,sup_diesel_oil,sup_aviation_fuel,sup_deck,sup_engine,repairs,dry_dock
Russia,De Kastri,60810.0,51.466667,140.783333,2021-08,9,145.01777414136157,189.34477252691667,-4.585336407321874,3.2676585147838915,31,226.6807817782841,0.985988901551598,8.93759536743164,1.181339812503956,0.5368024132730015,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2021-09,11,290.7392942987224,210.34494997797972,,2.802147218290079,30,162.33528938256572,0.7061065892120126,11.339693069458008,1.446543349956059,0.2061085972850678,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2021-10,11,0.0,86.55366820498287,,3.6419083018352714,31,242.84270472935603,1.0562880973302475,39.04241943359375,3.7494600904443263,0.2811161387631976,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2021-11,9,18.448123042464168,139.2104704489803,,3.1832581637017454,30,393.29656369677735,1.7107142642674318,37.25280380249024,4.377570568945992,0.3942081447963801,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2021-12,9,40.191378798224754,64.67171542946414,-6.354423382438248,2.609836460831489,31,869.1439324149899,3.78049812820166,112.43852996826172,11.848868698684232,0.6065912518853696,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-01,2,829.253050403026,829.253050403026,1.1652801419797043,2.0551826850304638,31,752.5924978475285,3.273536664411424,98.94606399536131,8.93133727657527,0.7459879336349926,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-02,1,,,2.699712486742988,2.699712486742988,28,738.2168124400226,3.211007030655961,75.20101165771484,7.119375618626062,0.8229411764705886,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-03,1,,,3.798292503793251,3.798292503793251,31,668.1006819521679,2.906024288235441,91.40008544921876,8.393313789979565,0.6027450980392157,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-04,2,800.6879875821348,800.6879875821348,1.294266378946329,2.761183674870322,30,674.1899398083488,2.9325106123859936,71.94351959228516,7.800930018959781,0.5890045248868779,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-05,1,,,2.80008331215678,2.80008331215678,31,254.23859936859023,1.1058565942684946,16.336798667907715,1.685832452671553,0.5117496229260935,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-06,0,,,,,30,364.2627477361546,1.5844264507073669,23.753814697265625,2.8951493553181,0.5221417797888386,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-07,3,1408.6876250486885,1408.6876250486885,3.851503164497303,3.419433927816707,26,233.42465626832697,1.0153225986937886,8.362215042114258,1.3352273598246325,0.4491855203619909,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-08,1,,,2.1729134872557565,2.1729134872557565,21,214.80589443714555,0.934336939556027,15.739389896392822,1.7824564744767304,0.2998190045248869,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-09,2,333.3772868838385,333.3772868838385,0.3214960447801421,2.6314916304971825,30,240.99991141775365,1.0482725358043012,17.504545211791992,1.9382518480339612,0.4089140271493212,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-10,2,1396.469302265665,1396.469302265665,3.100710784363473,2.5143475214243884,31,264.24424298101786,1.1493779438833185,18.49995517730713,1.899463433024121,0.4226998491704374,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-11,2,1125.3382161872903,1125.3382161872903,2.1372681217343508,3.309239987011472,30,722.8749466261003,3.1442748211455096,86.89606094360352,8.335223668705012,0.5817496229260936,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2022-12,0,,,,,31,841.4045401690638,3.6598406438057354,98.82038116455078,9.44560143463834,0.8765460030165916,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2023-01,0,,,,,31,845.0232021795001,3.675580666196545,104.00220489501952,10.02707360984039,0.8520060331825041,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2023-02,0,,,,,28,731.0987635610078,3.1800457945937213,133.18606185913086,11.258962293628391,0.6649924585218704,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2023-03,2,593.0288834190043,593.0288834190043,0.1510318498089468,2.5527473842966173,31,733.2401693735416,3.189360224993655,93.50023651123048,9.549896134361491,0.7790799396681752,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2023-04,2,313.184909628162,313.184909628162,0.4018240088814898,3.5915681632407463,30,355.81294358278825,1.5476725051362212,41.39574813842773,4.197818556916301,0.5450377073906486,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2023-05,1,,,3.161160285421065,3.161160285421065,31,260.0322833066149,1.1310572664083032,11.053656578063965,1.5864392040091426,0.5324585218702865,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2023-06,1,,,2.550975032233445,2.550975032233445,30,473.1795909528055,2.058179883888535,27.388415336608887,2.9946148333111693,0.8172247360482656,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
Russia,De Kastri,60810.0,51.466667,140.783333,2023-07,2,1388.2325095219603,1388.2325095219603,2.741590006753769,2.663684010155656,29,281.5263864766441,1.2245497407512873,9.98624849319458,1.3762602890112683,0.7823680241327302,Russia -- 60530,1.9,50.0,6.7,9.4,8.0,22.0,0.0,150.0,25.0,7.1,247.2,0.0,0.0,Medium,Coastal (Natural),Cargo,Poor,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XIII,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown
